tid,did,name,Comments,Year,License,Potential issue,Domain,Required split,Relevant task,Reference,Original Source ,"Include 
(Andrej)",Explanation (Andrej),"Include 
(Lennart)",Explanation (Lennart),Final Decision ,Benchmark,task_type,status,estimation_procedure,evaluation_measures,target_feature,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,number_samples,cost_matrix,source_data_labeled,target_feature_event,target_feature_left,target_feature_right,quality_measure,target_value
,https://doi.org/10.24432/C5CC9H,Anuran Calls (MFCCs),Syllabels extracted from audio data to recognize frogs; contains grouped frogs as far as I can tell,2017,,Audio,Audio,grouped or random,Maybe,10.24432/C5CC9H,10.24432/C5CC9H,No,Audio data,No,Audio data,No,Audio,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5K02X,Avila,"Images of text (a bible). Matching pattern to copyist; 800 original images created 20k samples, so likely grouped information as well",2018,,"Image, grouped",Image,grouped or random,Maybe,10.24432/C5K02X,10.24432/C5K02X,No,Image data,No,Image data,No,Image,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C56315,Crowdsourced Mapping,Data from openstreetmap to autoamte classificaion of satellite images into different land covers,2014-2015,,"spatial, temporal, image data?",Image and tabular meta-data,grouped?,Maybe,10.24432/C56315,10.24432/C56315,No,Image data,No,Image data,No,Image,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C55S3H,Default of Credit Card Clients,"Predict default on payment or not, uses time-invariant temporal features of the payment history",2009,,temporal features?,Tabular,random,Yes,"The comparisons of data mining techniques for the predictive accuracy of probability of default of credit card clients
By I. Yeh, Che-hui Lien. 2009

Published in Expert systems with applications",10.24432/C55S3H,Yes,Seems fine,Yes,Temporal impact can likely be ignored with these features,Yes,Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5PG66,Electrical Grid Stability Simulated Data,Duplicate with grid_stability,?,,?,?,?,?,?,?,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5R60S,Facebook Live Sellers in Thailand,"Posts of facebook pages (video, photos, statuses, or links); status published is temporal; used for scientific discovery and not predictive task (only real task would be to map for status type and date to any of the reaction features)",2019,,"temporal, no predictive task",Tabular,temporal,Maybe,"Dataset on usage and engagement patterns for Facebook Live sellers in Thailand
By N. Dehouche. 2020

Published in Data in Brief",10.24432/C5R60S,No,Not a predictive task,No,"no predictive task, and temporal ",No,Scientific Discovery,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5GC9F,Firm-Teacher_Clave-Direction_Classification,Multi-target task; sounds like an aduio domain problem but I really have no idea what this task might be. Labels based on human knowledge,2015,,"audio task, temporal??",?,?,?,10.24432/C5GC9F,10.24432/C5GC9F,Unclear,"Might require temporal split, need to look at the data to understand",Unclear,I cannot tell if this is a real task or not,No,Audio,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5MK6M,Gas Sensor Array Drift at Different Concentrations,"measruemtns of 16 sensor for 6 gases (sounds like groups), 2008 to 2011 data, measurements are time-series data ",2013,CC 4.0,grouped and temporal,Tabular,unclear,Maybe,"On the calibration of sensor arrays for pattern recognition using the minimal number of experiments  (Citation of both Vergara et al. 'Chemical gas sensor drift compensation using classifier ensembles' and Rodriguez-Lujan et a)
By Irene Rodríguez-Luján, J. Fonollosa, A. Vergara, M. Homer, R. Huerta. 2014

Published in Chemometrics and Intelligent Laboratory Systems 130",10.24432/C5MK6M and http://archive.ics.uci.edu/ml/datasets/Gas+Sensor+Array+Drift+Dataset,No,time-series,No,Grouped and temporal data with an unclear split,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5DK6R,HTRU2,"Sounds like a cool application TBH, predict characteristics of a star

Features excluded from time-series. Might be a valid task. Could argue that if we benchmark this dataset, we should also compare against time-series approaches",2016,CC 4.0,-,Tabular,random,Yes,"Fifty years of pulsar candidate selection: from simple filters to a new principled real-time classification approach
By R. Lyon, B. Stappers, S. Cooper, J. M. Brooke, Joshua D. Knowles. 2016

Published in Monthly notices of the Royal Astronomical Society",10.24432/C5DK6R,No,time-series,Yes,No objection,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5761H,Indoor User Movement Prediction from RSS data,"temporal data, time-seires data from sensors, grouped settings",2016,,temporal and maybe grouped,Time-series,temporal or grouped,Maybe,?,10.24432/C5761H,No,time-series,No,non IID tabular task,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5630S,Insurance Company Benchmark (COIL 2000),"data from users; contains zip code (maybe spatial), also grouped data as some attributes are derived from the zip code; predict if user is interested in insurance policy",2000,,"grouped data, spatial information",Tabular,random,Maybe,"CoIL Challenge 2000: The Insurance Company Case
By P. van der Putten, M. van Someren. 2000

Published in Sentient Machine Research, Amsterdam",10.24432/C5630S,Unclear,"Might require split by customers, but generally looks fine",Unclear,"Leaning towards yes, data is looking good and its is an (old) predictive task. Need to preprocess data",Yes,Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5ZP40,Letter Recognition,Image feuatres to idenfity the letter,1990,,Image,Image,random,No,?,10.24432/C5ZP40,No,Image,No,Image,No,Image,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5X01N,Occupancy Detection,"Predict if a room is occupied based on environmental features and date; 
might be temporal as we would like to forecast the future; 
date is just a number",2016,CC 4.0,Maybe temporal,Tabular,original splits were random,Maybe,"Accurate occupancy detection of an office room from light, temperature, humidity and CO2 measurements using statistical learning models
By L. Candanedo, V. Feldheim. 2016

Published in Energy and Buildings, Volume 112",10.24432/C5X01N,No,"time-series - ground truth available per minute, hence, temporal correlations almost certain",Unclear,"Is temporal task, but original splits are random",No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5F88Q,Online Shoppers Purchasing Intention Dataset,"Shopping prediction (also like a recommender system task); special preprocessing to avoid impact of time; sloved with an LSTM; 

available on OpenML

Click stream data. Study title is Real-time prediction of online shoppers’ purchasing intention using multilayer perceptron and LSTM - so original data was time-series or at least temporal. dataset consists of feature vectors belonging to 12,330 sessions. 

The dataset was formed so that each session would belong to a different user in a 1-year period to avoid any tendency to a specific campaign, special day, user profile, or period. Although there is a temporal component, the task is conceptualized s.t. the samples are iid. However, I am unsure whether the task is conceptualized correctly regarding the delayed target prediction. The features and the target should have a delay - otherwise it is meaningless to predict a purchase after it already happened",2018,CC 4.0,Temporal Task?,Tabular,unclear,Maybe,"Real-time prediction of online shoppers’ purchasing intention using multilayer perceptron and LSTM recurrent neural networks
By C. O. Sakar, S. Polat, Mete Katircioglu, Yomi Kastro. 2019

Published in Neural computing & applications (Print)",10.24432/C5F88Q,Yes,"temporal task, but the features used for the tabular task are time-invariant. If the task was conceptualized correctly, a temporal split is not needed",Unclear,very likely a temporal task and maybe even grouped,Yes,Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5F600,Polish Companies Bankruptcy,"Data from companies from 2000-2012, predict for them from 2007 to 2013, likely temporal but could be made time invariant (as one has a dataset per year). features were already engineered - mostly through arithmetic interactions.",2016,CC 4.0,Temporal,Tabular,unclear,Yes,"Ensemble boosted trees with synthetic features generation in application to bankruptcy prediction
By Maciej Ziȩba, S. Tomczak, Jakub M. Tomczak. 2016

Published in Expert systems with applications",10.24432/C5F600,Yes,task can be conceptualized s.t. the features are time-invariant. Only need to think about whether it is feasible to combine the year datasets or to choose one. If the latter I would use the year with the most observations. Also might reverse the feature engineering.,Unclear,Could be used without temporal connection,Yes,Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5W902,seismic-bumps,"forecasting seismic bumps in a coal mine from longwalls in a Polish mine; used for clusterting. 

Description highlights practical importance of the taskl. each row contains a summary statement about seismic activity in the rock mass within one shift (8 hours). If decision 
attribute has the value 1, then in the next shift any seismic bump with an energy higher than 10^4 J was 
registered. Hence, the task might be time-invariant. ",2013,CC 4.0,Temporal,Time-series,temporal,Yes,See some of the papers on UCI,10.24432/C5W902,Unclear,"unsure whether the features are extracted from time-series. even if yes, they are extracted from 8h windows and I think this is rather a tabular task. BUT: Temporal correlations need to be investigated. unsure whether the extracted features are time-invariant",No,temporal data,Yes,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5161N,SkillCraft1 Master Table Dataset,"Game data, transformed to tabular with movement data. Samples are games - task is to predict in which league a game is (skill level). Likely grouped data (users are likely always in the same league which would be the target)",2013,CC 4.0,"Outdated, maybe RL task, no target",Tabular,random,Maybe,Thompson et al. (2013),10.24432/C5161N,Unclear,I dont see what the task is. Also would need data analysis to determine the temporal nature,Unclear,"Groups of players could leak their league. 

Unclear target / predictive task",No,Scientific Discovery,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5P597,Smartphone Dataset for Human Activity Recognition (HAR) in Ambient Assisted Living (AAL),Additonal data for har (1478) dataset. Semi-duplicate and anyhow outdated / time series data,2016,?,?,?,?,?,?,10.24432/C5P597,No,Duplicate,No,Duplicate / extension of another rejected dataset,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C54G7M,Smartphone-Based Recognition of Human Activities and Postural Transitions,"Human regocnition, 30 subjects",2015,,"temporal, outdated, grouped",Time-series,grouped,Maybe,?,10.24432/C54G7M,No,time-series,No,non idd tabular predictive task,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C59K5F,Air Quality,Gas multisensor in an Italian city over one year,2005 / 2016,CC 4.0,temporal,time-series,Temporal,Maybe,"On field calibration of an electronic nose for benzene estimation in an urban pollution monitoring scenario
By S. D. Vito, E. Massera, M. Piga, L. Martinotto, G. Francia. 2008

Published in Sensors and Actuators B: Chemical",10.24432/C59K5F,No,time-series,No,Temporal,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5S02S,Turkiye Student Evaluation,"Scores from 5000 students related to courses; contains multiple instructors and courses and thus is clustered data

Many features were collected after the target in a survey after the course ended. Hence, this is a scientific discovery task
",2013,CC 4.0,grouped data / temporal unclear,Tabular,random or grouped,Maybe,?,10.24432/C5S02S,No,Not a predictive task,Unclear,Predictive task and grouped data unclear,No,Scientific Discovery,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5VC8G,Appliances Energy Prediction,"data from 10 mins for about 4.5 months, extra random variables",2017,CC 4.0,temporal data,Time-series,random or grouped,Maybe,"Data driven prediction models of energy use of appliances in a low-energy house
By L. Candanedo, V. Feldheim, Dominique Deramaix. 2017

Published in Energy and Buildings, Volume 140","10.24432/C5VC8G

https://github.com/LuisM78/Appliances-energy-prediction-data
",No,time-series,No,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C52K58,PM2.5 Data of Five Chinese Cities,"Meterologicla Data from several cities, time period 2010 to 2015; likely forecasting task",2017,CC 4.0,temporal data,time-series,temporal,Maybe,?,10.24432/C52K58 (or some gov website),No,time-series,No,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5JS49,Beijing PM2.5,Meterological data from embassy and airport from 2010 to 2014,2017,CC 4.0,temporal data,time-series,temporal,Maybe,"Assessing Beijing's PM2.5 pollution: severity, weather impact, APEC and winter heating
By Xuan Liang, T. Zou, Bin Guo, Shuo Li, Haozhe Zhang, Shuyi Zhang, Hui Huang, S. Chen. 2015

Published in Proceedings of the Royal Society A",10.24432/C5JS49,No,time-series,No,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5D311,UJIIndoorLoc-Mag,"indoor localization database, temporal localization information, has a clear train test split defined in the data",2015,,"temporal, time-series, spatial data",time-series ,custom split,Maybe,?,10.24432/C5D311,No,time-series,No,no iid tabular data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C51K5Z,Parking Birmingham,"Parking data from Gov website, ""Occupancy rates (8:00 to 16:30) from 2016/10/04 to 2016/12/19
"" -> temporal data, 

Only features are car park id and capacity - hence only temporal information and daytime patterns can be used for prediction",2016,,temporal,time-series ,temporal,Maybe,?,10.24432/C51K5Z and https://data.birmingham.gov.uk/dataset/birmingham-parking,No,time-series,No ,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5C31Q,Travel Review Ratings,"Used for clustering and not a predictive task, recommender system task like data with reviews but task is averages, no real predictive realtionship ",2018,,not a predictive task,Tabular,random,Maybe,"Evaluation of Partitioning Clustering Algorithms for Processing Social Media Data in Tourism Domain
By Dr. Shini Renjith, A. Sreekumar, M. Jathavedan. 2018

Published in IEEE Recent Advances in Intelligent Computational Systems",10.24432/C5C31Q,No,Not a predictive task,No,not a predictive task,No,Scientific Discovery,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5RS3S,SML2010,"40 days of monitoring data, temporal data each 15 minutes",2014,,temporal,Time seires,temporal,Maybe,?,10.24432/C5RS3S,No,time-series,No,Temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5Q886,Facebook Comment Volume,"TabM: time-split and leak neeeded

Predict how many comments a post will get based on features from the post; with custom feature engineering and temporal information",2015,CC 4.0,"temporal, preprocessing ",Tabular,random (likely),Maybe,"@INPROCEEDINGS{Sing1503:Comment,
AUTHOR='Kamaljot Singh and Ranjeet Kaur Sandhu and Dinesh Kumar',
TITLE='Comment Volume Prediction Using Neural Networks and Decision Trees',
BOOKTITLE='IEEE UKSim-AMSS 17th International Conference on Computer Modelling and
Simulation, UKSim2015 (UKSim2015)',
ADDRESS='Cambridge, United Kingdom',
DAYS=25,
MONTH=mar,
YEAR=2015,
KEYWORDS='Neural Networks; RBF Network; Prediction; Facebook; Comments; Data Mining;
REP Tree; M5P Trees.',",10.24432/C5Q886,Unclear,Need closer inspection,Unclear,"Complex data with custom preprocessing and temporal connections, but could be made IID",No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C50892,Carbon Nanotubes,"Generated data with CATSEP, and optimization

PyTabKit Predicted calculated coordinates",2016,,generated data,Tabular,random (?),Yes,Please read the papers (https://doi.org/10.1007/s00339-016-0153-1 and https://doi.org/10.17341/gazimmfd.337642) ,10.24432/C50892,Unclear,Need closer inspection,Unclear,Generated data but seems to be a real use-case to make simulations faster ,No,Artificial/Simulated,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5X60B,Metro Interstate Traffic Volume, Hourly data of traffic volumne 2012 - 2018,2019,,temporal,time-series,temporal,Maybe,?,10.24432/C5X60B,No ,time-series,No,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5W894,Bike Sharing,Daily count of rental bikes from 2011 and 2012,2013,,temporal,time-series,temporal,Maybe,"Event labeling combining ensemble detectors and background knowledge
By Hadi Fanaee-T, João Gama. 2013

Published in Progress in Artificial Intelligence",10.24432/C5W894,No ,time-series,No,temporal data,No,Time-series,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C59C74,Parkinsons,"197 samples, too sample for 3-fold CV.",?,?,?,?,?,?,"Exploiting Nonlinear Recurrence and Fractal Scaling Properties for Voice Disorder Detection
By Max A. Little, P. McSharry, S. Roberts, D. Costello, I. Moroz. 2007

Published in BioMedical Engineering OnLine",10.24432/C59C74,No,too small,No,too small,No,Tiny data,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5002N,Combined Cycle Power Plant,"Data points collected over 6 years; time invariant features, unclear target and prediction goal

predict the net hourly electrical energy output (EP)  of the plant - seems to be time-series, I don't think the features are time-invariant and the description recommending random splits could be wrong. 

The dataset contains 9568 data points collected from a Combined Cycle Power Plant over 6 years (2006-2011), when the plant was set to work with full load.",2006-2011,CC 4.0,unclear task,Tabular,random or temporal,Maybe,"Prediction of full load electrical power output of a base load operated combined cycle power plant using machine learning methods
By Pınar Tüfekci. 2014

Published in International Journal of Electrical Power & Energy Systems",10.24432/C5002N,Unclear,Looks like temporal to me,Unclear,"could be fine to use but the target and task are unclear to me, what to predict how would this be used?",No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,https://doi.org/10.24432/C5QW3H,Physicochemical Properties of Protein Tertiary Structure,Duplicate with physiochemical_protein,?,?,?,?,?,?,,10.24432/C5QW3H,No,Duplicate,No,Duplicate,No,Duplicate,,,,,,,,,,,,,,,,,,,,,,,
,43714,1000-Cameras-Dataset,"Probably not a predictive task, but if yes, then with temporal split",?,CC BY-SA 3.0,temporal split,Tabular,temporal,Maybe,?,https://perso.telecom-paristech.fr/eagan/class/igr204/datasets and https://www.kaggle.com/datasets/crawford/1000-cameras-dataset,No,temporal split,No,temporal data,No,Temporal Tabular,,,,,,,,,,,,,,,,,,,,,,,
,45718,3D_Estimation_using_RSSI_of_WLAN_dataset,"Don't know much about this task, is from a challenge. That the task is numeric with only 3 values seems strange. Probably the task would rather be to estimate lat, long & the height?",,?,"missing source information, temporal, spatial",,,,?,?,No,Not enough information to validate,No,missing source information,No,Alternative version,,,,,,,,,,,,,,,,,,,,,,,
,45720,3D_Estimation_using_RSSI_of_WLAN_dataset_complete_1_target,Probably larger version of above. Need to verify original source,,?,"missing source information, temporal, spatial",,,,?,?,No,Not enough information to validate,No,missing source information,No,None-Source,,,,,,,,,,,,,,,,,,,,,,,
,41705,ASP-POTASSCO-classification,"Algorithm selection task. samples are per instance_id - unique algorithms. Task is to predict algorithm - not sure whether this makes sense

After post-hoc analysis: Requires group split. We assumed that it doesnt because the instance IDs were unique, however, they are only unique because they represent directories for repeated evaluations of the same task, i.e.: FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz - there are multiple solitaire instances and if we use random splits there is a leak.",2014,Public,maybe not a predictive task,(Meta-)Tabular,random,Maybe,claspfolio 2.0,?,Unclear,instance_ids are unique - hence no group split required. But unsure whether this is a meaningful task,Yes,Maybe outdated but otherwise no objection,No (after post-hoc analysis),Grouped Tabular,,,,,,,,,,,,,,,,,,,,,,,
